1,nn_np_9292,0
1,lm_ll_11315,1.71
1,lm_ll_4392,2.34
1,nn_np_8171,2.55
1,lm_ll_12452,2.89
1,lm_ll_7926,3.63
1,lm_ll_9277,4.52
1,nn_np_8634,5.07
1,nn_np_7287,5.07
1,nn_np_4199,5.07
1,nn_np_4124,5.25
1,nn_np_1716,5.66
1,nn_np_9272,6.12
1,hk_hk_3146,6.12
1,nn_np_1293,6.12
1,hk_hk_2636,6.12
1,lm_ll_9396,7.93
1,lm_ll_4097,8.73
1,lm_ll_11002,10.77
1,nn_np_11327,10.93
1,hk_hk_1571,10.97
1,lm_ll_2416,11.56
1,nn_np_12044,11.65
1,lm_ll_2866,11.77
1,nn_np_8744,13.04
1,nn_np_4143,13.04
1,nn_np_4785,13.04
1,nn_np_6222,14.74
1,hk_hk_2333,15.26
1,nn_np_12237,15.73
1,lm_ll_9437,16.75
1,lm_ll_10029,17.8
1,nn_np_9490,17.95
1,lm_ll_6876,18.01
1,hk_hk_2904,19.67
1,nn_np_1773,20.02
1,hk_hk_689,20.25
1,nn_np_12296,20.63
1,nn_np_8147,21.71
1,nn_np_12570,21.94
1,hk_hk_2232,22.29
1,hk_hk_1523,23.08
1,hk_hk_1137,23.08
1,lm_ll_10232,23.08
1,lm_ll_11593,24.33
1,nn_np_12837,25.58
1,lm_ll_9615,26.56
1,nn_np_10765,26.83
1,nn_np_3114,27.47
1,lm_ll_11250,28.33
1,lm_ll_7511,28.53
1,hk_hk_2617,29.59
1,hk_hk_1591,29.59
1,hk_hk_2762,29.59
1,hk_hk_1208,29.59
1,hk_hk_582,29.59
1,hk_hk_1957,30.01
1,hk_hk_1958,30.38
1,lm_ll_11429,32.79
1,hk_hk_2660,33.1
1,nn_np_9749,33.1
1,nn_np_9300,33.57
1,hk_hk_2269,33.67
1,nn_np_11194,34.02
1,nn_np_12716,35.96
1,hk_hk_3321,36.42
1,hk_hk_1304,36.42
1,hk_hk_2419,36.42
1,lm_ll_3515,36.52
1,nn_np_11942,37.27
1,hk_hk_2796,37.77
1,nn_np_9405,37.78
1,lm_ll_12952,38.85
1,lm_ll_11473,38.85
1,nn_np_12795,39.99
1,nn_np_7282,40.54
1,lm_ll_12611,40.72
1,nn_np_11459,41.11
1,nn_np_11675,43.2
1,nn_np_4910,44.77
1,nn_np_9664,47.23
1,nn_np_8812,47.23
1,hk_hk_1609,49.61
1,nn_np_9739,49.62
1,nn_np_10391,50.47
1,nn_np_11609,50.69
1,nn_np_5220,50.69
1,nn_np_6430,50.69
1,nn_np_11279,51.17
1,lm_ll_11460,52.37
1,nn_np_10441,52.68
1,nn_np_10018,52.68
1,nn_np_4439,53.02
1,nn_np_10840,53.02
1,hk_hk_1181,53.02
1,nn_np_10279,53.02
1,lm_ll_11633,53.33
1,nn_np_12372,53.55
1,nn_np_12132,53.55
1,nn_np_8290,54.06
1,nn_np_9205,54.06
1,lm_ll_3993,54.41
1,nn_np_12139,54.81
1,nn_np_9234,54.81
1,nn_np_9935,55.35
1,lm_ll_7420,55.57
1,lm_ll_7212,56.18
1,hk_hk_3275,57.34
1,hk_hk_3050,57.34
1,hk_hk_2872,57.34
1,hk_hk_2533,57.34
1,hk_hk_1785,57.34
1,hk_hk_2979,57.64
1,nn_np_4300,58.8
1,nn_np_5561,58.8
1,nn_np_12639,59.93
1,nn_np_6233,60.29
1,lm_ll_8220,61.67
1,lm_ll_11627,63.82
1,lm_ll_7618,66.32
1,lm_ll_6571,66.92
1,lm_ll_8624,67.26
1,lm_ll_11018,69.02
1,lm_ll_4276,70.79
1,nn_np_7307,71.68
1,nn_np_9615,72.33
1,nn_np_10418,72.33
1,nn_np_12470,72.33
1,nn_np_7224,72.68
1,nn_np_8883,73.41
1,nn_np_7182,73.68
1,lm_ll_5129,73.97
1,nn_np_12180,74.56
1,lm_ll_7095,76.63
1,lm_ll_6673,79.86
1,lm_ll_8594,80.13
1,lm_ll_4843,81.08
1,lm_ll_13026,81.4
1,lm_ll_7447,81.4
1,lm_ll_11117,81.4
1,lm_ll_12064,81.69
1,lm_ll_10749,81.97
1,lm_ll_7131,82.23
1,lm_ll_12262,84.35
1,lm_ll_12361,84.98
1,lm_ll_3314,86.58
1,lm_ll_9884,88.02
1,lm_ll_12374,88.17
1,hk_hk_2976,88.38
1,hk_hk_2390,88.54
1,hk_hk_1542,88.54
1,hk_hk_1486,88.54
1,hk_hk_2826,88.54
1,lm_ll_4161,89.19
1,lm_ll_12616,89.19
1,lm_ll_10581,90.08
1,lm_ll_10597,90.83
1,hk_hk_3239,90.85
1,lm_ll_7393,90.96
1,lm_ll_12903,92.38
1,lm_ll_6288,92.51
1,lm_ll_5930,92.77
1,lm_ll_5587,96.34
1,lm_ll_10662,97.99
1,lm_ll_9766,99.59
1,lm_ll_5605,99.59
1,lm_ll_4444,100.51
1,hk_hk_1165,101.5
1,hk_hk_904,101.5
1,lm_ll_8391,102.07
